country_name_ltn,fintight,pct_in_gap,pct_not_in_gap,pct_0_barriers,pct_1_barrier,pct_2_barrier,pct_3_barriers,pct_4_barriers,pct_solution_barrier_barrier_1,pct_solution_barrier_barrier_2,pct_solution_barrier_barrier_3,pct_dcf_barrier_barrier_1,pct_dcf_barrier_barrier_2,pct_dcf_barrier_barrier_3,pct_info_barrier_barrier_1,pct_info_barrier_barrier_2,pct_info_barrier_barrier_3,pct_representation_barrier_barrier_1,pct_representation_barrier_barrier_2,pct_representation_barrier_barrier_3
Denmark,1,62.84403669724771,37.15596330275229,4,24,34,30,8,0,11.76470588235294,66.66666666666666,16.666666666666664,35.294117647058826,93.33333333333333,50,100,93.33333333333333,33.33333333333333,52.94117647058824,46.666666666666664
Estonia,0,78.35051546391753,21.649484536082475,11.538461538461538,25,42.30769230769231,21.153846153846153,0,0,13.636363636363635,81.81818181818183,0,50,81.81818181818183,84.61538461538461,95.45454545454545,90.9090909090909,15.384615384615385,40.909090909090914,45.45454545454545
Estonia,1,71.56862745098039,28.431372549019606,4.3478260869565215,30.434782608695656,52.17391304347826,8.695652173913043,4.3478260869565215,0,33.33333333333333,100,0,33.33333333333333,50,100,91.66666666666666,100,0,41.66666666666667,50
Finland,0,75.39503386004515,24.604966139954854,8.450704225352112,35.2112676056338,35.2112676056338,15.492957746478872,5.633802816901409,0,20,81.81818181818183,12,44,100,76,92,100,12,44,18.181818181818183
Finland,1,75.61728395061729,24.382716049382715,10.317460317460316,21.428571428571427,39.682539682539684,25.396825396825395,3.1746031746031744,3.7037037037037033,22,62.5,22.22222222222222,56.00000000000001,96.875,59.25925925925925,88,96.875,14.814814814814813,34,43.75
France,0,68.24480369515011,31.755196304849886,9.34959349593496,36.99186991869919,37.80487804878049,14.634146341463413,1.2195121951219512,3.296703296703297,17.20430107526882,63.888888888888886,14.285714285714285,43.01075268817204,86.11111111111111,60.43956043956044,90.32258064516128,100,21.978021978021978,49.46236559139785,50
France,1,66.80642907058001,33.193570929419984,4.705882352941177,30,43.529411764705884,18.235294117647058,3.5294117647058822,1.9607843137254901,25.675675675675674,64.51612903225806,15.686274509803921,43.24324324324324,90.32258064516128,68.62745098039215,86.48648648648648,100,13.725490196078432,44.5945945945946,45.16129032258064
Germany,0,70.3537841468876,29.646215853112405,12.210526315789473,31.157894736842106,35.368421052631575,18.31578947368421,2.9473684210526314,5.405405405405405,16.666666666666664,77.01149425287356,19.594594594594593,54.166666666666664,83.9080459770115,62.83783783783784,86.90476190476191,96.55172413793103,12.162162162162163,42.26190476190476,42.5287356321839
Germany,1,69.13145539906104,30.868544600938968,9.872611464968154,25.159235668789808,35.6687898089172,26.11464968152866,3.1847133757961785,3.79746835443038,10.714285714285714,68.29268292682927,29.11392405063291,64.28571428571429,87.8048780487805,48.10126582278481,92.85714285714286,96.34146341463415,18.9873417721519,32.142857142857146,47.5609756097561
Greece,0,63.1578947368421,36.84210526315789,7.5,57.49999999999999,30,5,0,0,16.666666666666664,100,30.434782608695656,25,100,52.17391304347826,91.66666666666666,100,17.391304347826086,66.66666666666666,0
Greece,1,68.86792452830188,31.132075471698112,7.142857142857142,31.25,41.964285714285715,15.178571428571427,4.464285714285714,0,6.382978723404255,76.47058823529412,31.428571428571427,63.829787234042556,82.35294117647058,40,97.87234042553192,100,28.57142857142857,31.914893617021278,41.17647058823529
Hungary,0,71.59763313609467,28.402366863905325,14.285714285714285,23.46938775510204,48.97959183673469,10.204081632653061,3.061224489795918,0,18.75,50,21.73913043478261,47.91666666666667,80,56.52173913043478,89.58333333333334,100,21.73913043478261,43.75,70
Hungary,1,70.13422818791946,29.86577181208054,6.25,29.166666666666668,43.75,17.708333333333336,3.125,0,14.285714285714285,64.70588235294117,25,59.523809523809526,82.35294117647058,50,92.85714285714286,100,25,33.33333333333333,52.94117647058824
Italy,0,76.49938800489596,23.50061199510404,3.9215686274509802,29.411764705882355,43.790849673202615,20.915032679738562,1.9607843137254901,4.444444444444445,22.388059701492537,62.5,4.444444444444445,47.76119402985074,87.5,80,92.53731343283582,100,11.11111111111111,37.3134328358209,50
Italy,1,74.04782993799823,25.952170062001773,4.25531914893617,23.404255319148938,47.87234042553192,24.46808510638298,0,0,21.11111111111111,69.56521739130434,13.636363636363635,53.333333333333336,86.95652173913044,77.27272727272727,93.33333333333333,100,9.090909090909092,32.22222222222222,43.47826086956522
Latvia,0,69.46107784431138,30.538922155688624,14.285714285714285,31.428571428571427,34.285714285714285,8.571428571428571,11.428571428571429,0,0,66.66666666666666,18.181818181818183,50,100,54.54545454545454,83.33333333333334,66.66666666666666,27.27272727272727,66.66666666666666,66.66666666666666
Latvia,1,77.15736040609137,22.84263959390863,4.3478260869565215,21.73913043478261,47.82608695652174,26.08695652173913,0,0,0,66.66666666666666,20,45.45454545454545,100,60,100,100,20,54.54545454545454,33.33333333333333
Lithuania,0,76.76056338028168,23.239436619718308,7.638888888888889,20.833333333333336,49.30555555555556,17.36111111111111,4.861111111111112,10,7.042253521126761,48,30,23.943661971830984,84,40,87.32394366197182,76,20,81.69014084507043,92
Lithuania,1,77.08333333333334,22.916666666666664,4.878048780487805,34.146341463414636,43.90243902439025,14.634146341463413,2.4390243902439024,0,1.8518518518518516,22.22222222222222,11.904761904761903,14.814814814814813,88.88888888888889,69.04761904761905,92.5925925925926,100,19.047619047619047,90.74074074074075,88.88888888888889
Luxembourg,0,74.01960784313727,25.98039215686275,6.896551724137931,27.586206896551722,51.724137931034484,10.344827586206897,3.4482758620689653,0,26.666666666666668,100,0,46.666666666666664,100,62.5,100,100,37.5,26.666666666666668,0
Luxembourg,1,73.68421052631578,26.31578947368421,0,20,80,0,0,0,0,NA,100,50,NA,0,100,NA,0,50,NA
Malta,0,70.19867549668875,29.80132450331126,7.894736842105263,31.57894736842105,26.31578947368421,34.21052631578947,0,0,10,53.84615384615385,8.333333333333332,50,100,66.66666666666666,90,76.92307692307693,25,50,69.23076923076923
Malta,1,76.38888888888889,23.61111111111111,0,31.25,25,43.75,0,0,25,42.857142857142854,20,50,85.71428571428571,80,50,100,0,75,71.42857142857143
Netherlands,0,78.90295358649789,21.09704641350211,3.6764705882352944,27.205882352941174,39.705882352941174,23.52941176470588,5.88235294117647,2.7027027027027026,25.925925925925924,71.875,8.108108108108109,55.55555555555556,81.25,70.27027027027027,87.03703703703704,100,18.91891891891892,31.48148148148148,46.875
Netherlands,1,71.58590308370044,28.41409691629956,7.5,28.749999999999996,36.25,25,2.5,8.695652173913043,20.689655172413794,80,13.043478260869565,48.275862068965516,100,65.21739130434783,93.10344827586206,100,13.043478260869565,37.93103448275862,20
Poland,0,63.759689922480625,36.240310077519375,44.61538461538462,31.538461538461537,17.692307692307693,6.153846153846154,0,2.4390243902439024,8.695652173913043,62.5,9.75609756097561,34.78260869565217,87.5,70.73170731707317,100,87.5,17.073170731707318,56.52173913043478,62.5
Poland,1,71.0801393728223,28.9198606271777,16.94915254237288,35.02824858757062,33.33333333333333,10.734463276836157,3.954802259887006,1.6129032258064515,11.864406779661017,68.42105263157895,17.741935483870968,49.152542372881356,89.47368421052632,62.903225806451616,86.4406779661017,100,17.741935483870968,52.54237288135594,42.10526315789473
Portugal,0,57.14285714285714,42.857142857142854,8.333333333333332,58.333333333333336,25,8.333333333333332,0,0,0,100,28.57142857142857,66.66666666666666,100,42.857142857142854,66.66666666666666,100,28.57142857142857,66.66666666666666,0
Portugal,1,61.88340807174888,38.11659192825112,8,32,44,12,4,0,18.181818181818183,66.66666666666666,12.5,72.72727272727273,100,87.5,90.9090909090909,100,0,18.181818181818183,33.33333333333333
Romania,0,75.54347826086956,24.456521739130434,0,26.47058823529412,32.35294117647059,29.411764705882355,11.76470588235294,0,9.090909090909092,40,11.11111111111111,54.54545454545454,90,66.66666666666666,90.9090909090909,100,22.22222222222222,45.45454545454545,70
Romania,1,69.94727592267135,30.052724077328648,2.8169014084507045,22.535211267605636,43.66197183098591,28.169014084507044,2.8169014084507045,0,6.451612903225806,50,12.5,58.06451612903226,90,43.75,93.54838709677419,95,43.75,41.935483870967744,65
Slovakia,0,77.4526678141136,22.547332185886404,3.571428571428571,32.142857142857146,40.476190476190474,14.285714285714285,9.523809523809524,0,11.76470588235294,50,14.814814814814813,26.47058823529412,100,59.25925925925925,97.05882352941177,100,25.925925925925924,64.70588235294117,50
Slovakia,1,76.3537906137184,23.646209386281587,4.938271604938271,22.22222222222222,46.913580246913575,24.691358024691358,1.2345679012345678,16.666666666666664,18.421052631578945,65,11.11111111111111,42.10526315789473,90,50,94.73684210526315,95,22.22222222222222,44.73684210526316,50
Slovenia,0,71.7948717948718,28.205128205128204,10.869565217391305,19.565217391304348,45.65217391304348,23.91304347826087,0,11.11111111111111,19.047619047619047,45.45454545454545,33.33333333333333,38.095238095238095,90.9090909090909,44.44444444444444,95.23809523809523,100,11.11111111111111,47.61904761904761,63.63636363636363
Slovenia,1,72.45508982035929,27.54491017964072,0,31.25,56.25,10.416666666666668,2.083333333333333,0,22.22222222222222,40,33.33333333333333,59.25925925925925,100,66.66666666666666,92.5925925925926,100,0,25.925925925925924,60
Spain,0,69.86062717770035,30.139372822299652,13.333333333333334,30.476190476190478,42.38095238095238,12.857142857142856,0.9523809523809524,3.125,17.97752808988764,62.96296296296296,18.75,47.19101123595505,92.5925925925926,71.875,91.01123595505618,100,6.25,43.82022471910113,44.44444444444444
Spain,1,72.1205597416577,27.879440258342303,3.488372093023256,30.23255813953488,41.86046511627907,22.674418604651162,1.744186046511628,1.9230769230769231,18.055555555555554,71.7948717948718,21.153846153846153,68.05555555555556,97.43589743589743,69.23076923076923,93.05555555555556,94.87179487179486,7.6923076923076925,20.833333333333336,35.8974358974359
Sweden,0,69.52380952380952,30.476190476190478,10.16949152542373,30.508474576271187,35.59322033898305,20.33898305084746,3.389830508474576,0,23.809523809523807,91.66666666666666,16.666666666666664,42.857142857142854,83.33333333333334,44.44444444444444,80.95238095238095,91.66666666666666,38.88888888888889,52.38095238095239,33.33333333333333
Sweden,1,70.1195219123506,29.880478087649404,3.7037037037037033,29.629629629629626,29.629629629629626,22.22222222222222,14.814814814814813,0,0,100,12.5,37.5,83.33333333333334,62.5,87.5,83.33333333333334,25,75,33.33333333333333
EU,0,71.22164912032784,28.778350879672153,11.547085201793722,30.418535127055307,38.45291479820628,16.666666666666664,2.914798206278027,3.8083538083538087,17.687074829931973,67.2645739910314,16.093366093366093,45.86977648202138,86.54708520179372,63.759213759213765,89.79591836734694,96.18834080717488,16.33906633906634,46.647230320699705,50
EU,1,71.09553670232387,28.904463297676138,6.628369421122404,28.14847547503314,40.874944763588154,21.210782147591694,3.137428192664605,3.139717425431711,15.027027027027026,64.58333333333334,19.46624803767661,51.78378378378379,90.625,59.183673469387756,92.32432432432432,97.70833333333333,18.210361067503925,40.86486486486486,47.083333333333336
